x,y
3.745401188473625,11.876154122263893
9.50714306409916,30.985936586619488
7.319939418114051,24.545963200939514
5.986584841970366,18.531051689858362
1.5601864044243652,10.41210823556261
1.5599452033620265,7.627501451909654
0.5808361216819946,1.3599013706406864
8.661761457749352,29.298391590515717
6.011150117432088,18.08408701184162
7.080725777960454,24.81634654136627
0.20584494295802447,4.934725986888882
9.699098521619943,29.455930928156405
8.324426408004218,28.900031482501298
2.1233911067827616,9.19573517422128
1.8182496720710062,9.098869336201998
1.8340450985343382,11.29572126091091
3.0424224295953772,10.636491056780391
5.247564316322379,16.235220620252157
4.319450186421157,13.179321700012427
2.9122914019804194,9.105253636010382
6.118528947223795,20.20138342284318
1.3949386065204183,6.8671197691945425
2.9214464853521815,11.317721054716584
3.663618432936917,14.645221796882797
4.56069984217036,15.708103310266893
7.851759613930136,28.462346996105044
1.9967378215835974,7.46089979827488
5.142344384136116,22.867371485587586
5.924145688620425,21.023771761391288
0.46450412719997725,1.6791972687673664
6.075448519014383,18.084560560920924
1.7052412368729153,8.080668541105117
0.6505159298527952,3.504622218906684
9.488855372533333,31.894567105784184
9.656320330745594,31.91543624138387
8.08397348116461,26.106262618180086
3.0461376917337066,9.44482563906431
0.9767211400638387,1.9004689708197864
6.842330265121569,21.633960891230664
4.4015249373960135,16.917372400834985
1.2203823484477883,6.089334533603772
4.951769101112702,14.363829745914128
0.34388521115218396,3.378017485158916
9.093204020787821,30.050246821821137
2.587799816000169,7.995684575598242
6.62522284353982,22.183118742510516
3.1171107608941098,11.467749719574329
5.200680211778108,15.31610003967308
5.4671027934327965,19.116883100994954
1.8485445552552704,8.66720271850228
9.695846277645586,33.25364131928731
7.7513282336111455,27.361588804903242
9.394989415641891,27.42962951101149
8.948273504276488,26.96917043299922
5.978999788110851,20.967069898749873
9.218742350231167,30.68379895251792
0.884925020519195,5.684870434169681
1.959828624191452,15.584948853883798
0.45227288910538066,4.498599688702476
3.2533033076326436,14.031041203259129
3.8867728968948203,15.568322217670865
2.713490317738959,11.443253455828472
8.287375091519294,26.23158678527719
3.567533266935893,14.220538241794214
2.8093450968738076,8.88238486154628
5.426960831582485,17.807245281267438
1.4092422497476265,5.256999653584673
8.021969807540398,26.229657701393837
0.7455064367977082,8.865836443740143
9.868869366005173,27.872077712832024
7.722447692966574,26.539863459648746
1.987156815341724,4.736038703645869
0.05522117123602399,1.221799782129205
8.154614284548341,28.641744047579756
7.068573438476172,23.33428035361944
7.2900716804098735,21.71472548537101
7.712703466859457,23.707502982058433
